kind,code,name,district_code,latitude,longitude
station,GRB-SHW-039-S1,ایستگاه چناره بالا,GRB-SHW,,
station,GRB-SHW-040-S1,ایستگاه چناره پایین,GRB-SHW,,
station,GRB-SHW-041-S1,ایستگاه بادام‌زار,GRB-SHW,,
station,GRB-SHW-042-S1,ایستگاه قاقشال,GRB-SHW,,
station,GRB-SHW-043-S1,ایستگاه قول هیر,GRB-SHW,,
station,GRB-SHW-044-S1,ایستگاه سرآسیاب,GRB-SHW,,
station,GRB-SHW-045-S1,ایستگاه دره‌قلعه,GRB-SHW,,
station,GRB-SHW-046-S1,ایستگاه سنگ‌تخت,GRB-SHW,,
station,GRB-SHW-047-S1,ایستگاه آب‌دره,GRB-SHW,,
station,GRB-SHW-048-S1,ایستگاه خواجه‌خضر,GRB-SHW,,
station,GRB-SHW-049-S1,ایستگاه جوی‌نو,GRB-SHW,,
station,GRB-SHW-050-S1,ایستگاه سیاه‌سنگ,GRB-SHW,,
station,GRB-SHW-051-S1,ایستگاه چشمه,GRB-SHW,,
station,GRB-SHW-052-S1,ایستگاه شاه‌توت,GRB-SHW,,
station,GRB-SHW-053-S1,ایستگاه نمک‌آب,GRB-SHW,,
station,GRB-SHW-054-S1,ایستگاه اشترشهر,GRB-SHW,,
station,GRB-SHW-055-S1,ایستگاه درازگرو,GRB-SHW,,
station,GRB-SHW-056-S1,ایستگاه بُرج,GRB-SHW,,
station,GRB-SHW-057-S1,ایستگاه باغ افغان بالا,GRB-SHW,,
station,GRB-SHW-058-S1,ایستگاه باغ افغان پایین,GRB-SHW,,
station,GRB-SHW-059-S1,ایستگاه چمار,GRB-SHW,,
station,GRB-SHW-060-S1,ایستگاه حسنزی خیل,GRB-SHW,,
station,GRB-SHW-061-S1,ایستگاه گلاب خیل,GRB-SHW,,
station,GRB-SHW-062-S1,ایستگاه ملک خیل,GRB-SHW,,
station,GRB-SHW-063-S1,ایستگاه خارزار,GRB-SHW,,
station,GRB-SHW-064-S1,ایستگاه چلما,GRB-SHW,,
station,GRB-SHW-065-S1,ایستگاه چلمابالا,GRB-SHW,,
station,GRB-SPA-001-S1,ایستگاه بازار سرخ‌پارسا,GRB-SPA,,
station,GRB-SPA-002-S1,ایستگاه کج,GRB-SPA,,
station,GRB-SPA-003-S1,ایستگاه عادل,GRB-SPA,,
station,GRB-SPA-004-S1,ایستگاه آمورتک,GRB-SPA,,
station,GRB-SPA-005-S1,ایستگاه عاشق,GRB-SPA,,
station,GRB-SPA-006-S1,ایستگاه آو دره,GRB-SPA,,
station,GRB-SPA-007-S1,ایستگاه بالاقلعه,GRB-SPA,,
station,GRB-SPA-008-S1,ایستگاه بند میانگی,GRB-SPA,,
station,GRB-SPA-009-S1,ایستگاه بنگی,GRB-SPA,,
station,GRB-SPA-010-S1,ایستگاه بیدک,GRB-SPA,,
station,GRB-SPA-011-S1,ایستگاه بیدک بالا,GRB-SPA,,
station,GRB-SPA-012-S1,ایستگاه بسرک,GRB-SPA,,
station,GRB-SPA-013-S1,ایستگاه بلندی,GRB-SPA,,
station,GRB-SPA-014-S1,ایستگاه بوم گلک,GRB-SPA,,
station,GRB-SPA-015-S1,ایستگاه چهار یاری,GRB-SPA,,
station,GRB-SPA-016-S1,ایستگاه دهن آب‌پوش,GRB-SPA,,
station,GRB-SPA-017-S1,ایستگاه دهن عاشق,GRB-SPA,,
station,GRB-SPA-018-S1,ایستگاه دهن بالینه بادام,GRB-SPA,,
station,GRB-SPA-019-S1,ایستگاه دهن باریک,GRB-SPA,,
station,GRB-SPA-020-S1,ایستگاه دهن بیغمک,GRB-SPA,,
station,GRB-SPA-021-S1,ایستگاه دهن بورالی,GRB-SPA,,
station,GRB-SPA-022-S1,ایستگاه دهن دستارزن,GRB-SPA,,
station,GRB-SPA-023-S1,ایستگاه دهن غجور,GRB-SPA,,
station,GRB-SPA-024-S1,ایستگاه دهن گلک,GRB-SPA,,
station,GRB-SPA-025-S1,ایستگاه دهن کاریزک,GRB-SPA,,
station,GRB-SPA-026-S1,ایستگاه دهن خاکریز,GRB-SPA,,
station,GRB-SPA-027-S1,ایستگاه دهن خربید,GRB-SPA,,
station,GRB-SPA-028-S1,ایستگاه دهن خشکک,GRB-SPA,,
station,GRB-SPA-029-S1,ایستگاه دهن لوخک,GRB-SPA,,
station,GRB-SPA-030-S1,ایستگاه دهن نال,GRB-SPA,,
station,GRB-SPA-031-S1,ایستگاه دهن ناوه,GRB-SPA,,
station,GRB-SPA-032-S1,ایستگاه دهن نایک,GRB-SPA,,
station,GRB-SPA-033-S1,ایستگاه دهن نیمزار,GRB-SPA,,
station,GRB-SPA-034-S1,ایستگاه دهن نو,GRB-SPA,,
station,GRB-SPA-035-S1,ایستگاه دهن اولیا,GRB-SPA,,
station,GRB-SPA-036-S1,ایستگاه دهن پرنداز,GRB-SPA,,
station,GRB-SPA-037-S1,ایستگاه دهن قرغنه,GRB-SPA,,
station,GRB-SPA-038-S1,ایستگاه دهن قمری,GRB-SPA,,
station,GRB-SPA-039-S1,ایستگاه دهن سنگینک,GRB-SPA,,
station,GRB-SPA-040-S1,ایستگاه دهن سیبک,GRB-SPA,,
station,GRB-SPA-041-S1,ایستگاه دهن سیبک بالا,GRB-SPA,,
station,GRB-SPA-042-S1,ایستگاه دهن تیرکوه,GRB-SPA,,
station,GRB-SPA-043-S1,ایستگاه دره کته‌سنگ,GRB-SPA,,
station,GRB-SPA-044-S1,ایستگاه دیوارک,GRB-SPA,,
station,GRB-SPA-045-S1,ایستگاه دینگک,GRB-SPA,,
station,GRB-SPA-046-S1,ایستگاه دیار,GRB-SPA,,
station,GRB-SPA-047-S1,ایستگاه دیار شیرمحمد,GRB-SPA,,
station,GRB-SPA-048-S1,ایستگاه دوآبی شنه,GRB-SPA,,
station,GRB-SPA-049-S1,ایستگاه فقیرک,GRB-SPA,,
station,GRB-SPA-050-S1,ایستگاه گردن پریده,GRB-SPA,,
station,GRB-SPA-051-S1,ایستگاه گاوپران,GRB-SPA,,
station,GRB-SPA-052-S1,ایستگاه گردی,GRB-SPA,,
station,GRB-SPA-053-S1,ایستگاه گدره,GRB-SPA,,
station,GRB-SPA-054-S1,ایستگاه گل‌بام,GRB-SPA,,
station,GRB-SPA-055-S1,ایستگاه حسن,GRB-SPA,,
station,GRB-SPA-056-S1,ایستگاه حولی,GRB-SPA,,
station,GRB-SPA-057-S1,ایستگاه اشتر مرده,GRB-SPA,,
station,GRB-SPA-058-S1,ایستگاه جامی,GRB-SPA,,
station,GRB-SPA-059-S1,ایستگاه جوره,GRB-SPA,,
station,GRB-SPA-060-S1,ایستگاه جوازک,GRB-SPA,,
station,GRB-SPA-061-S1,ایستگاه جوی شاه,GRB-SPA,,
station,GRB-SPA-062-S1,ایستگاه کجک,GRB-SPA,,
station,GRB-SPA-063-S1,ایستگاه کلان بابا,GRB-SPA,,
station,GRB-SPA-064-S1,ایستگاه کلان تله,GRB-SPA,,
station,GRB-SPA-065-S1,ایستگاه کاریزک,GRB-SPA,,
station,GRB-SPA-066-S1,ایستگاه خالی,GRB-SPA,,
station,GRB-SPA-067-S1,ایستگاه خانجک,GRB-SPA,,
station,GRB-SPA-068-S1,ایستگاه خراکین,GRB-SPA,,
station,GRB-SPA-069-S1,ایستگاه خربید,GRB-SPA,,
station,GRB-SPA-070-S1,ایستگاه خاطر,GRB-SPA,,
station,GRB-SPA-071-S1,ایستگاه خردکزی,GRB-SPA,,
station,GRB-SPA-072-S1,ایستگاه خواجه علی,GRB-SPA,,
station,GRB-SPA-073-S1,ایستگاه خواجه‌ها,GRB-SPA,,
station,GRB-SPA-074-S1,ایستگاه خواجه میار,GRB-SPA,,
station,GRB-SPA-075-S1,ایستگاه کوچک دهن الله‌محمد,GRB-SPA,,
station,GRB-SPA-076-S1,ایستگاه کوچک دهن غار,GRB-SPA,,
station,GRB-SPA-077-S1,ایستگاه کوچک دهن سموچه,GRB-SPA,,
station,GRB-SPA-078-S1,ایستگاه کوچک شادمان,GRB-SPA,,
station,GRB-SPA-079-S1,ایستگاه کهنه قلعه,GRB-SPA,,
station,GRB-SPA-080-S1,ایستگاه لاله,GRB-SPA,,
station,GRB-SPA-081-S1,ایستگاه لوخک,GRB-SPA,,
station,GRB-SPA-082-S1,ایستگاه ماکوله,GRB-SPA,,
station,GRB-SPA-083-S1,ایستگاه ملاخ‌خورده,GRB-SPA,,
station,GRB-SPA-084-S1,ایستگاه میته,GRB-SPA,,
station,GRB-SPA-085-S1,ایستگاه موشی,GRB-SPA,,
station,GRB-SPA-086-S1,ایستگاه محتشم,GRB-SPA,,
station,GRB-SPA-087-S1,ایستگاه ناورجوی,GRB-SPA,,
station,GRB-SPA-088-S1,ایستگاه نایک,GRB-SPA,,
station,GRB-SPA-089-S1,ایستگاه نعمت‌خیل,GRB-SPA,,
station,GRB-SPA-090-S1,ایستگاه نورک,GRB-SPA,,
station,GRB-SPA-091-S1,ایستگاه پس‌ده,GRB-SPA,,
station,GRB-SPA-092-S1,ایستگاه پای روکی,GRB-SPA,,
station,GRB-SPA-093-S1,ایستگاه پیش‌قشلاق,GRB-SPA,,
station,GRB-SPA-094-S1,ایستگاه پیر سلطان,GRB-SPA,,
station,GRB-SPA-095-S1,ایستگاه قلعه ابدال,GRB-SPA,,
station,GRB-SPA-096-S1,ایستگاه قلعه آسون,GRB-SPA,,
station,GRB-SPA-097-S1,ایستگاه قلعه عطا,GRB-SPA,,
station,GRB-SPA-098-S1,ایستگاه قلعه بغل,GRB-SPA,,
station,GRB-SPA-099-S1,ایستگاه قلعه جمیل,GRB-SPA,,
station,GRB-SPA-100-S1,ایستگاه قلعه خم,GRB-SPA,,
station,GRB-SPA-101-S1,ایستگاه قلعه نادرشاه,GRB-SPA,,
station,GRB-SPA-102-S1,ایستگاه قلعه پادشاهی,GRB-SPA,,
station,GRB-SPA-103-S1,ایستگاه قلعه پاینده,GRB-SPA,,
station,GRB-SPA-104-S1,ایستگاه قاپزار,GRB-SPA,,
station,GRB-SPA-105-S1,ایستگاه قریه فاضل,GRB-SPA,,
station,GRB-SPA-106-S1,ایستگاه قیدخانه,GRB-SPA,,
station,GRB-SPA-107-S1,ایستگاه قودی,GRB-SPA,,
station,GRB-SPA-108-S1,ایستگاه قول الیسوم,GRB-SPA,,
station,GRB-SPA-109-S1,ایستگاه قول کوچک,GRB-SPA,,
station,GRB-SPA-110-S1,ایستگاه قوناق,GRB-SPA,,
station,GRB-SPA-111-S1,ایستگاه قوم باقی,GRB-SPA,,
station,GRB-SPA-112-S1,ایستگاه قمری,GRB-SPA,,
station,GRB-SPA-113-S1,ایستگاه صد مرده,GRB-SPA,,
station,GRB-SPA-114-S1,ایستگاه سفره,GRB-SPA,,
station,GRB-SPA-115-S1,ایستگاه سنگینک,GRB-SPA,,
station,GRB-SPA-116-S1,ایستگاه سر آب‌پوش,GRB-SPA,,
station,GRB-SPA-117-S1,ایستگاه سر غجور,GRB-SPA,,
station,GRB-SPA-118-S1,ایستگاه سر گلک,GRB-SPA,,
station,GRB-SPA-119-S1,ایستگاه سر خاکریز,GRB-SPA,,
station,GRB-SPA-120-S1,ایستگاه سر تله,GRB-SPA,,
station,GRB-SPA-121-S1,ایستگاه سر تنگی,GRB-SPA,,
station,GRB-SPA-122-S1,ایستگاه سر ورکی,GRB-SPA,,
station,GRB-SPA-123-S1,ایستگاه سیبک,GRB-SPA,,
station,GRB-SPA-124-S1,ایستگاه سیل‌زاده,GRB-SPA,,
station,GRB-SPA-125-S1,ایستگاه شیبرک,GRB-SPA,,
station,GRB-SPA-126-S1,ایستگاه شینه,GRB-SPA,,
station,GRB-SPA-127-S1,ایستگاه شیرازی,GRB-SPA,,
station,GRB-SPA-128-S1,ایستگاه سیاه‌خراک,GRB-SPA,,
station,GRB-SPA-129-S1,ایستگاه سیاه‌سنگک,GRB-SPA,,
station,GRB-SPA-130-S1,ایستگاه سپیدار,GRB-SPA,,
station,GRB-SPA-131-S1,ایستگاه سموچک,GRB-SPA,,
station,GRB-SPA-132-S1,ایستگاه سرخ قلعه,GRB-SPA,,
station,GRB-SPA-133-S1,ایستگاه سرخ‌سنگ,GRB-SPA,,
station,GRB-SPA-134-S1,ایستگاه تنگی,GRB-SPA,,
station,GRB-SPA-135-S1,ایستگاه تای حولی,GRB-SPA,,
station,GRB-SPA-136-S1,ایستگاه وند,GRB-SPA,,
station,GRB-SPA-137-S1,ایستگاه ییلاق غول جتو,GRB-SPA,,
station,GRB-SPA-138-S1,ایستگاه ییلاق کلان بالا,GRB-SPA,,
station,GRB-SPA-139-S1,ایستگاه ییلاق کلان بالای قطندر,GRB-SPA,,
station,GRB-SPA-140-S1,ایستگاه ییلاق پیش‌قشلاق,GRB-SPA,,
station,GRB-SPA-141-S1,ایستگاه ییلاق وند,GRB-SPA,,
station,GRB-SPA-142-S1,ایستگاه زنبورک,GRB-SPA,,
station,GRB-SPA-143-S1,ایستگاه زیادته,GRB-SPA,,
station,GRB-SYG-001-S1,ایستگاه خیشکی,GRB-SYG,,
station,GRB-SYG-002-S1,ایستگاه صدوار,GRB-SYG,,
station,GRB-SYG-003-S1,ایستگاه دره‌قول‌خول,GRB-SYG,,
station,GRB-SYG-004-S1,ایستگاه قلعه نو,GRB-SYG,,
station,GRB-SYG-005-S1,ایستگاه ابراهیم‌خیل,GRB-SYG,,
station,GRB-SYG-006-S1,ایستگاه یعقوب‌خیل,GRB-SYG,,
station,GRB-SYG-007-S1,ایستگاه بهادرخان‌خیل,GRB-SYG,,
station,GRB-SYG-008-S1,ایستگاه شهبازخان‌خیل,GRB-SYG,,
station,GRB-SYG-009-S1,ایستگاه رحیم‌خیل,GRB-SYG,,
station,GRB-SYG-010-S1,ایستگاه جنت‌خیل,GRB-SYG,,
station,GRB-SYG-011-S1,ایستگاه ده‌ویران,GRB-SYG,,
station,GRB-SYG-012-S1,ایستگاه بلکزار,GRB-SYG,,
station,GRB-SYG-013-S1,ایستگاه خارزاز,GRB-SYG,,
station,GRB-SYG-014-S1,ایستگاه مکنکار,GRB-SYG,,
station,GRB-SYG-015-S1,ایستگاه اسپیلکزار,GRB-SYG,,
station,GRB-SYG-016-S1,ایستگاه اعظم‌خیل,GRB-SYG,,
station,GRB-SYG-017-S1,ایستگاه میرعالم‌خیل,GRB-SYG,,
station,GRB-SYG-018-S1,ایستگاه عبران‌خیل,GRB-SYG,,
station,GRB-SYG-019-S1,ایستگاه حجم‌خیل,GRB-SYG,,
station,GRB-SYG-020-S1,ایستگاه شاهی‌خیل,GRB-SYG,,
station,GRB-SYG-021-S1,ایستگاه کجیر‌خیل,GRB-SYG,,
station,GRB-SYG-022-S1,ایستگاه دوباف,GRB-SYG,,
station,GRB-SYG-023-S1,ایستگاه ملی‌خیل,GRB-SYG,,
station,GRB-SYG-024-S1,ایستگاه دوآبه,GRB-SYG,,
station,GRB-SYG-025-S1,ایستگاه شاه‌مردان,GRB-SYG,,
station,GRB-SYG-026-S1,ایستگاه داغان,GRB-SYG,,
station,GRB-SYG-027-S1,ایستگاه کورکان,GRB-SYG,,
station,GRB-SYG-028-S1,ایستگاه تیخان,GRB-SYG,,
station,GRB-SYG-029-S1,ایستگاه یخدره,GRB-SYG,,
station,GRB-SYG-030-S1,ایستگاه عاشمق‌خیل,GRB-SYG,,
station,GRB-SYG-031-S1,ایستگاه سیدان,GRB-SYG,,
station,GRB-SYG-032-S1,ایستگاه قمچاق,GRB-SYG,,
station,GRB-SYG-033-S1,ایستگاه شمشیر‌خیل,GRB-SYG,,
station,GRB-SYG-034-S1,ایستگاه میرخان‌خیل,GRB-SYG,,
station,GRB-SYG-035-S1,ایستگاه آب بالا,GRB-SYG,,
station,GRB-SYG-036-S1,ایستگاه زاخیل,GRB-SYG,,
station,GRB-SYG-037-S1,ایستگاه حصار افغانیه,GRB-SYG,,
station,GRB-SYG-038-S1,ایستگاه حصار تاجیکیه,GRB-SYG,,
station,GRB-SYG-039-S1,ایستگاه دشتک,GRB-SYG,,
station,GRB-SYG-040-S1,ایستگاه قلات,GRB-SYG,,
station,GRB-SYG-041-S1,ایستگاه قلعه عظیم‌الله,GRB-SYG,,
station,GRB-SYG-042-S1,ایستگاه کاریزی,GRB-SYG,,
station,GRB-SYG-043-S1,ایستگاه گردنه,GRB-SYG,,
station,GRB-SYG-044-S1,ایستگاه غندی,GRB-SYG,,
station,GRB-SYG-045-S1,ایستگاه جانبد‌خیل,GRB-SYG,,
station,GRB-SYG-046-S1,ایستگاه کوچه لقا,GRB-SYG,,
station,GRB-SYG-047-S1,ایستگاه کوچه عوض,GRB-SYG,,
station,GRB-SYG-048-S1,ایستگاه بلوچ‌خیل,GRB-SYG,,
station,GRB-SYG-049-S1,ایستگاه ملا‌خیل,GRB-SYG,,
station,GRB-SYG-050-S1,ایستگاه مکر‌خیل,GRB-SYG,,
station,GRB-SYG-051-S1,ایستگاه سرتوله,GRB-SYG,,
station,GRB-SYG-052-S1,ایستگاه جویدختر,GRB-SYG,,
station,GRB-SYG-053-S1,ایستگاه کوبچه,GRB-SYG,,
station,GRB-SYG-054-S1,ایستگاه سنگ‌سوراخ,GRB-SYG,,
station,GRB-SYG-055-S1,ایستگاه قولک,GRB-SYG,,
station,GRB-SYG-056-S1,ایستگاه بند عرب,GRB-SYG,,
station,GRB-SYG-057-S1,ایستگاه گلیا,GRB-SYG,,
station,GRB-SYG-058-S1,ایستگاه رنگاب,GRB-SYG,,
station,GRB-SYG-059-S1,ایستگاه گل‌محمد‌خیل,GRB-SYG,,
station,GRB-SYG-060-S1,ایستگاه عبدالله‌خیل,GRB-SYG,,
station,GRB-SYG-061-S1,ایستگاه رسولی‌خیل,GRB-SYG,,
station,GRB-SYG-062-S1,ایستگاه ده‌حیات,GRB-SYG,,
station,GRB-SYG-063-S1,ایستگاه وازغر,GRB-SYG,,
station,GRB-SYG-064-S1,ایستگاه توپی,GRB-SYG,,
station,GRB-SYG-065-S1,ایستگاه ارسا,GRB-SYG,,
station,GRB-SYG-066-S1,ایستگاه کلانتری,GRB-SYG,,
station,GRB-SYG-067-S1,ایستگاه برباغ,GRB-SYG,,
station,GRB-SYG-068-S1,ایستگاه انگارکچو,GRB-SYG,,
station,GRB-SYG-069-S1,ایستگاه ایوب‌خیل,GRB-SYG,,
station,GRB-SYG-070-S1,ایستگاه لیسه,GRB-SYG,,
station,GRB-SYG-071-S1,ایستگاه سه‌پایه,GRB-SYG,,
station,GRB-SYG-072-S1,ایستگاه آهنگران,GRB-SYG,,
station,GRB-SYG-073-S1,ایستگاه شلنگترازان,GRB-SYG,,
station,GRB-SYG-074-S1,ایستگاه شغاشلنگ,GRB-SYG,,
station,GRB-SYG-075-S1,ایستگاه باغ‌گودر,GRB-SYG,,
station,GRB-SYG-076-S1,ایستگاه زردالو,GRB-SYG,,
station,GRB-SYG-077-S1,ایستگاه فندقستان,GRB-SYG,,
station,GRB-SYG-078-S1,ایستگاه گداره,GRB-SYG,,
station,GRB-SYG-079-S1,ایستگاه قلعه‌کلان,GRB-SYG,,
station,GRB-SYG-080-S1,ایستگاه میرزاخیل,GRB-SYG,,
station,GRB-SYG-081-S1,ایستگاه بالاغیل,GRB-SYG,,
station,GRB-SYG-082-S1,ایستگاه سه‌قریه,GRB-SYG,,
station,GRB-SYG-083-S1,ایستگاه سردره,GRB-SYG,,
station,GRB-SYG-084-S1,ایستگاه تختا,GRB-SYG,,
station,GRB-SYG-085-S1,ایستگاه ننگرهاری,GRB-SYG,,
station,GRB-SYG-086-S1,ایستگاه شینواری,GRB-SYG,,
station,GRB-SYG-087-S1,ایستگاه قبیله,GRB-SYG,,
station,GRB-SYG-088-S1,ایستگاه آکصان,GRB-SYG,,
station,GRB-SYG-089-S1,ایستگاه باقل‌قول,GRB-SYG,,
station,GRB-SYG-090-S1,ایستگاه خشکک,GRB-SYG,,
station,GRB-SYG-091-S1,ایستگاه محقبان,GRB-SYG,,
station,GRB-SYG-092-S1,ایستگاه محتسبا,GRB-SYG,,
station,GRB-SYG-093-S1,ایستگاه میرزان,GRB-SYG,,
station,GRB-SYG-094-S1,ایستگاه دره‌تنگ,GRB-SYG,,
station,GRB-SYG-095-S1,ایستگاه دولتا,GRB-SYG,,
station,GRB-SYG-096-S1,ایستگاه تاوه,GRB-SYG,,
station,GRB-SYG-097-S1,ایستگاه زیبخشی,GRB-SYG,,
station,GRB-SYG-098-S1,ایستگاه جنتگیری,GRB-SYG,,
station,GRB-SYG-099-S1,ایستگاه جنریق,GRB-SYG,,
station,GRB-SYG-100-S1,ایستگاه زینیال,GRB-SYG,,
station,GRB-SYG-101-S1,ایستگاه زمین شاه‌ولی,GRB-SYG,,
station,GRB-SYG-102-S1,ایستگاه قولیچ,GRB-SYG,,
station,GRB-SYG-103-S1,ایستگاه باکس,GRB-SYG,,
station,GRB-SYG-104-S1,ایستگاه کراتا,GRB-SYG,,
station,GRB-SYG-105-S1,ایستگاه صاحبداد,GRB-SYG,,
station,GRB-SYG-106-S1,ایستگاه باقی‌دمبک,GRB-SYG,,
station,GRB-SYG-107-S1,ایستگاه قیدخانه,GRB-SYG,,
station,GRB-SYG-108-S1,ایستگاه پلنگ‌کشته,GRB-SYG,,
station,GRB-SYG-109-S1,ایستگاه گاو‌خواب‌کرده,GRB-SYG,,
station,GRB-SYG-110-S1,ایستگاه چیلان,GRB-SYG,,
station,GRB-SYG-111-S1,ایستگاه عصمت‌خیل,GRB-SYG,,
station,GRB-SYG-112-S1,ایستگاه سیاگکان,GRB-SYG,,
station,GRB-SYG-113-S1,ایستگاه سرمه,GRB-SYG,,
station,GRB-SYG-114-S1,ایستگاه سرماچه,GRB-SYG,,
station,GRB-SYG-115-S1,ایستگاه چهارده,GRB-SYG,,
station,GRB-SYG-116-S1,ایستگاه گلیان,GRB-SYG,,
station,GRB-SYG-117-S1,ایستگاه لنگر,GRB-SYG,,
station,GRB-SYG-118-S1,ایستگاه لیچ,GRB-SYG,,
station,GRB-SYG-119-S1,ایستگاه سقا,GRB-SYG,,
station,GRB-SYG-120-S1,ایستگاه جلالیه‌سقا,GRB-SYG,,
station,GRB-SYG-121-S1,ایستگاه گرمک‌چشمه,GRB-SYG,,
station,GRB-SYG-122-S1,ایستگاه نیازالله,GRB-SYG,,
station,GRB-SYG-123-S1,ایستگاه گداره‌دیدار,GRB-SYG,,
station,GRB-SYG-124-S1,ایستگاه حاجی‌خیل,GRB-SYG,,
station,GRB-SYG-125-S1,ایستگاه تیلر,GRB-SYG,,
station,GRB-SYG-126-S1,ایستگاه بغندی,GRB-SYG,,
station,GRB-SYG-127-S1,ایستگاه بغلک,GRB-SYG,,
station,GRB-SYG-128-S1,ایستگاه قلعچه,GRB-SYG,,
station,GRB-SYG-129-S1,ایستگاه قاملق,GRB-SYG,,
station,GRB-SYG-130-S1,ایستگاه خوشدره,GRB-SYG,,
station,GRB-SYG-131-S1,ایستگاه چهاونی,GRB-SYG,,
station,GRB-SYG-132-S1,ایستگاه حمیدالله‌خیل,GRB-SYG,,
station,GRB-SYG-133-S1,ایستگاه سیدباخم,GRB-SYG,,
station,GRB-SYG-134-S1,ایستگاه جنگل,GRB-SYG,,
station,GRB-SYG-135-S1,ایستگاه زی‌منصور,GRB-SYG,,
station,GRB-SYG-136-S1,ایستگاه منصوریه,GRB-SYG,,
station,GRB-SYG-137-S1,ایستگاه دهن‌پارسا,GRB-SYG,,
station,GRB-SYG-138-S1,ایستگاه فرنجل,GRB-SYG,,
station,GRB-SYG-139-S1,ایستگاه بهارستان‌باخم,GRB-SYG,,
station,GRB-SYG-140-S1,ایستگاه آشتیانا‌باخم,GRB-SYG,,
station,GRB-SYG-141-S1,ایستگاه تازه‌فرنجل,GRB-SYG,,
station,GRB-SYG-142-S1,ایستگاه قلعه‌کهنه,GRB-SYG,,
station,GRB-SYG-143-S1,ایستگاه پس‌قلعه,GRB-SYG,,
station,GRB-SYG-144-S1,ایستگاه دشت‌آب,GRB-SYG,,
station,GRB-SYG-145-S1,ایستگاه چهلگزی,GRB-SYG,,
station,GRB-SYG-146-S1,ایستگاه بودا,GRB-SYG,,
station,GRB-SYG-147-S1,ایستگاه لشکر,GRB-SYG,,
station,GRB-SYG-148-S1,ایستگاه حقداد,GRB-SYG,,
station,GRB-SYG-149-S1,ایستگاه واته‌پور,GRB-SYG,,
station,GRB-SYG-150-S1,ایستگاه اسلمیه,GRB-SYG,,
station,GRB-SYG-151-S1,ایستگاه قدیباغ و نقشبندیا,GRB-SYG,,
station,GRB-SYG-152-S1,ایستگاه نعیم‌الله,GRB-SYG,,
station,GRB-SYG-153-S1,ایستگاه تیکان,GRB-SYG,,
station,GRB-SYG-154-S1,ایستگاه قلعه‌نورخان,GRB-SYG,,
station,GRB-SYG-155-S1,ایستگاه دره‌زاب,GRB-SYG,,
station,GRB-SYG-156-S1,ایستگاه دهن‌زاب,GRB-SYG,,
station,GRB-SYG-157-S1,ایستگاه جر‌زاب,GRB-SYG,,
station,GRB-SYG-158-S1,ایستگاه قلعه‌سرسنگ,GRB-SYG,,
station,GRB-SYG-159-S1,ایستگاه کتارخاک,GRB-SYG,,
station,GRB-SYG-160-S1,ایستگاه دشت‌کواز,GRB-SYG,,
station,GRB-SYG-161-S1,ایستگاه پسکان,GRB-SYG,,
station,GRB-SYG-162-S1,ایستگاه مازانه,GRB-SYG,,
station,GRB-SYG-163-S1,ایستگاه دوآب,GRB-SYG,,
station,GRB-SYG-164-S1,ایستگاه پشته,GRB-SYG,,
station,GRB-SYG-165-S1,ایستگاه آدینه,GRB-SYG,,
station,GRB-SYG-166-S1,ایستگاه کرکره,GRB-SYG,,
station,GRB-SYG-167-S1,ایستگاه دندآب,GRB-SYG,,
station,GRB-SYG-168-S1,ایستگاه سرخی,GRB-SYG,,
station,GRB-SYG-169-S1,ایستگاه بالا‌قلعه‌لنگش,GRB-SYG,,
station,GRB-SYG-170-S1,ایستگاه طبقی,GRB-SYG,,
station,GRB-SYG-171-S1,ایستگاه درنازو,GRB-SYG,,
station,GRB-SYG-172-S1,ایستگاه قول‌سعید,GRB-SYG,,
station,GRB-SYG-173-S1,ایستگاه حاجتگاه,GRB-SYG,,
station,GRB-SYG-174-S1,ایستگاه قول‌مسعود,GRB-SYG,,
station,GRB-SYG-175-S1,ایستگاه بلال‌خیل,GRB-SYG,,
station,GRB-SYG-176-S1,ایستگاه سنگ‌حصار,GRB-SYG,,
station,GRB-SYG-177-S1,ایستگاه بالا‌حصار,GRB-SYG,,
station,GRB-SYG-178-S1,ایستگاه چهارمغزک,GRB-SYG,,
station,GRB-SYG-179-S1,ایستگاه چکریزار,GRB-SYG,,
station,GRB-SYG-180-S1,ایستگاه چنارک,GRB-SYG,,
station,GRB-SYG-181-S1,ایستگاه چنارو,GRB-SYG,,
station,GRB-SYG-182-S1,ایستگاه باقی‌خیل,GRB-SYG,,
station,GRB-SYG-183-S1,ایستگاه ده‌نو,GRB-SYG,,
station,GRB-SYG-184-S1,ایستگاه ورسندان,GRB-SYG,,
station,GRB-SYG-185-S1,ایستگاه بشال,GRB-SYG,,
station,GRB-SYG-186-S1,ایستگاه پیرکه,GRB-SYG,,
station,GRB-SYG-187-S1,ایستگاه پته‌پایه,GRB-SYG,,
station,GRB-SYG-188-S1,ایستگاه سلطانیه,GRB-SYG,,
station,GRB-SYG-189-S1,ایستگاه جلگه,GRB-SYG,,
station,KBL-JAD-001-S1,ایستگاه غوربند,KBL-JAD,,
station,KBL-KHM-001-S1,ایستگاه غوربند,KBL-KHM,,
